X,Y,OBJECTID,VCID,VC_Site_Name,VC_Site_Room,VC_Site_address,VC_Site_city,VC_Site_ZIP,Voting_Period_Type,number_of_BMDs,VC_Size
-13195345.4239,4054492.4727,3546,14232,The Valley Vineyard Christian Church,Fellowship Hall,6642 Reseda Blvd,Reseda,91335,4 Day,,
-13163956.7445,4045408.8756,3547,5479,AYAC Mesdjian Center,Banquet Hall,1811 S Glendale Ave,Glendale,91205,11 Day,,
-13196577.0674,4059200.3721,3548,12620,Napa Street Elementary School,Auditorium,19010 Napa St,Northridge,91324,4 Day,,
-13165986.4384,4037834.0867,3549,14016,Regis House Community Center,Library-Big Room,2212 Beverly Blvd,Los Angeles,90057,4 Day,,
-13144256.7023,4039448.7177,3550,4390,Rosemead Community Recreation Center,Multi-Purpose Room 1,3936 Muscatel Ave,Rosemead,91770,4 Day,,
-13153414.2566,4034321.7122,3551,13246,Nueva Maravilla Housing Community,Community Room,4919 E Cesar E Chavez Ave ,Los Angeles,90022,4 Day,,
-13178313.122,4012852.2897,3552,6441,Cornerstone Christian Fellowship,Fellowship Hall,300 N Redondo Ave,Manhattan Beach,90266,4 Day,,
-13196669.7333,4068347.064,3553,9851,Castlebay Lane Elementary School,Performing Arts Center,19010 Castlebay Ln,Porter Ranch,91326,4 Day,,
-13155949.3805,4008532.3018,3554,10948,Carmelitos Community Center,Multi-Purpose Room,851 E Via Carmelitos,Long Beach,90805,4 Day,,
-13149890.0664,4041298.8339,3555,203,Alhambra Civic Center Library,Reese Hall,101 S 1st St,Alhambra,91801,4 Day,,
-13185164.3336,4038241.9219,3556,13198,UCLA Ackerman Union,2nd Floor Bruin Reception Room,308 Westwood Plz,Los Angeles,90095,4 Day,,
-13164838.7836,4036173.335,3557,14153,Central City Neighborhood Partners,Atrium,501 S Bixel St,Los Angeles,90017,11 Day,,
-13149980.4342,4004616.6221,3558,12610,Wardlow Park Community Center,Social Hall,3457 Stanbridge Ave,Long Beach,90808,4 Day,,
-13198355.3451,4056002.3639,3559,13079,Vietnamese Association of SFV,Main Room,7245 Corbin Ave,Winnetka,91306,11 Day,,
-13192974.5095,4033896.4897,3560,363,Rustic Canyon Recreation Center,Gallery,601 Latimer Rd,Santa Monica,90402,4 Day,,
-13182379.9886,4036694.3021,3561,9461,Westfield Century City,Community Room,10250 Santa Monica Blvd,Los Angeles,90067,4 Day,,
-13158564.0496,4034045.0522,3562,10834,Boyle Heights Senior Center,Art Room,2839 E 3rd St,Los Angeles,90033,11 Day,,
-13181306.5681,4032586.7085,3563,10024,IMAN Cultural Center,Community Room,3376 Motor Ave,Los Angeles,90034,4 Day,,
-13154540.067,4030569.0577,3564,214,Bristow Park Community Center,Meeting Room,1466 S McDonnell Ave,Commerce,90040,4 Day,,
-13150578.6824,4014148.6012,3565,6627,IOOF Bellflower Lodge 463,Meeting Hall,15720 Clark Ave,Bellflower,90706,11 Day,,
-13148198.9746,4052829.8606,3566,12597,Tekeyan Cultural Association,Hall,1901 N Allen Ave ,Altadena,91001,11 Day,,
-13192208.2169,4064697.8904,3567,13932,Granada Elementary School,Auditorium,17170 Tribune St,Granada Hills,91344,4 Day,,
-13116752.4579,4110227.7475,3568,11779,Stephen Sorensen Park,Multi-Purpose Room,16801 E Ave P,Palmdale,93591,11 Day,,
-13164509.7216,4010754.5292,3569,3698,Cal State University Dominguez Hills,EE-1213 Auditorium,1000 E Victoria St,Carson,90747,4 Day,,
-13179703.1381,4051901.4879,3570,14157,Adat Ari El,Jacoby Social and Sisterhood Lounge,12020 Burbank Blvd,Valley Village,91607,4 Day,,
-13164603.6579,4029249.1153,3571,14339,George Washington Carver Middle School,Auditorium,4410 McKinley Ave,Los Angeles,90011,4 Day,,
-13172491.8477,4050860.8992,3572,9859,Buena Vista Branch Library,Meeting Room,300 N Buena Vista St,Burbank,91505,4 Day,,
-13182104.6702,4050025.7804,3573,5953,Riverside Drive Elementary School,Auditorium,13061 Riverside Dr,Sherman Oaks,91423,4 Day,,
-13132696.7158,4105972.9734,3574,11726,Jackie Robinson Park,Carroll Building,8773 E Avenue R Ave,Littlerock,93543,4 Day,,
-13131100.8257,4023123.5014,3575,13031,The Park,Gymnasium,1885 Hacienda Rd,La Habra Heights,90631,4 Day,,
-13151824.8455,4024526.5188,3576,416,Bell Gardens Veterans Park,Ross Hall Auditorium,6662 Loveland St,Bell Gardens,90201,11 Day,,
-13185739.4404,4034921.981,3577,13541,Felicia Mahood Multipurpose Center,Lobby,11338 Santa Monica Blvd,Los Angeles,90025,4 Day,,
-13177907.7194,4006148.9618,3578,12864,Alta Vista Park,Community Center,715 Julia Ave,Redondo Beach,90277,4 Day,,
-13202630.8288,4053691.5356,3579,6031,Owensmouth Gardens,Community Room,6300 Owensmouth Ave,Woodland Hills,91367,4 Day,,
-13192895.7948,4079384.0358,3580,9452,Dr J Michael McGrath Elementary School,Library,21501 Deputy Jake Dr ,Newhall,91321,4 Day,,
-13137876.8895,4040221.1233,3581,12969,Lambert Park,Auditorium,11431 McGirk Ave ,El Monte,91732,11 Day,,
-13174171.9732,4041915.9092,3582,174,Will and Ariel Durant Library,Community Room,7140 W Sunset Blvd,Los Angeles,90046,4 Day,,
-13143195.5226,4017508.8663,3583,13565,LA County Registrar-Recorder,Room 3201,12400 Imperial Hwy,Norwalk,90650,11 Day,,
-13124403.5846,4043902.4168,3584,12264,Center Middle School,Auditorium,5500 N Cerritos Ave,Azusa,91702,4 Day,,
-13143551.5576,4037096.901,3585,11784,Garvey Center,Frank G Tripepi Room,9108 Garvey Ave ,Rosemead,91770,4 Day,,
-13118975.3744,4027701.3198,3586,14464,South Pointe Middle School,Multi-Purpose Room,20671 Larkstone Dr,Walnut,91789,4 Day,,
-13172684.5168,4036325.1263,3587,14534,Los Angeles High School,Memorial Hall,4650 W Olympic Blvd,Los Angeles,90019,4 Day,,
-13155326.0304,4040532.4059,3588,8746,Barrio Action Youth and Family Center,Gymnasium,4927 Huntington Dr N 200,Los Angeles,90032,11 Day,,
-13156708.7496,4048075.1489,3589,13290,Eagle Rock Recreation Center,Multi-Purpose Room,1100 Eagle Vista Dr,Los Angeles,90041,4 Day,,
-13207329.3364,4052356.4109,3590,12428,Woodland Hills Presbyterian Church,Fellowship Hall,5751 Platt Ave,Woodland Hills,91367,11 Day,,
-13156710.0788,4036005.3176,3591,6932,Harrison Elementary School,Auditorium,3529 City Terrace Dr,Los Angeles,90063,4 Day,,
-13188769.9796,4055098.8889,3592,6051,Bassett Street Elementary School,Auditorium,15756 Bassett St,Van Nuys,91406,4 Day,,
-13164045.4422,4020417.098,3593,2959,Maxine Waters Employment Center,Mobley Center,10925 S Central Ave,Los Angeles,90059,4 Day,,
-13159875.9909,4046684.9104,3594,12964,Greater Los Angeles Agency on Deafness,Dining Room,2222 Laverna Ave,Los Angeles,90041,4 Day,,
-13156083.4096,4023858.3427,3595,1732,Elizabeth Learning Center,Multi-Purpose Room,4811 Elizabeth St,Cudahy,90201,4 Day,,
-13152478.7827,4014283.1577,3596,3797,Progress Park,Auditorium,15500 Downey Ave,Paramount,90723,4 Day,,
-13201026.401,4051680.3436,3597,12317,Woodland Hills Academy,Multi-Purpose Room,20800 Burbank Blvd,Woodland Hills,91367,4 Day,,
-13116851.6341,4028687.0801,3598,3968,Diamond Bar City Hall,Windmill Community Room,21810 Copley Dr,Diamond Bar,91765,11 Day,,
-13152864.9934,4006422.8517,3599,13175,Lakewood Country Club,Hacienda Room,3101 Carson St   ,Lakewood,90712,4 Day,,
-13150864.3301,4030652.6257,3600,10936,Saybrook Park,Community Room,6250 Northside Dr,Los Angeles,90022,4 Day,,
-13155134.8365,3999687.4282,3601,3193,MacArthur Park,Social Hall,1321 E Anaheim St,Long Beach,90813,4 Day,,
-13162389.1066,4057632.1815,3602,14619,La Crescenta Woman's Club,Meeting Room and Tea Room,4004 La Crescenta Ave,La Crescenta,91214,11 Day,,
-13189285.1059,4029891.2089,3603,4399,Joslyn Park,Rec Building Community Room,633 Kensington Rd,Santa Monica,90405,4 Day,,
-13197015.7437,4084731.003,3604,9623,Valencia Branch Library,Multi-Purpose Room,23743 Valencia Blvd,Santa Clarita,91355,4 Day,,
-13188487.1675,4035562.7089,3605,12389,Brentwood Science Magnet School,Auditorium,740 S Gretna Green Way,Los Angeles,90049,4 Day,,
-13207663.4665,4049289.9545,3606,212,Founders Hall,Behind the Library,200 Civic Center Way,Calabasas,91302,11 Day,,
-13199279.9725,4053374.1774,3607,13187,Los Angeles Pierce College,Building 600,6201 Winnetka Ave,Woodland Hills,91367,4 Day,,
-13133380.6084,4030544.2321,3608,4122,Hacienda Heights Comm and Rec Center,Banquet Rooms A B and C,1234 Valencia Ave,Hacienda Heights,91745,4 Day,,
-13188910.1711,4062758.2531,3609,5878,Vintage Magnet Elementary School,Auditorium,15848 Stare St,North Hills,91343,4 Day,,
-13138604.0637,4015190.8679,3610,6093,Neff Park Barn,Barn Hall,14300 San Cristobal Dr,La Mirada,90638,4 Day,,
-13157347.919,4034748.3573,3611,12330,Malabar Street Elementary School,Auditorium,3200 Malabar St ,Los Angeles,90063,4 Day,,
-13135555.0677,4022746.7983,3612,14383,La Serna High School,Cafeteria,15301 Youngwood Dr,Whittier,90605,4 Day,,
-13149079.186,4048274.1676,3613,13885,Pasadena City College,Creveling Lounge,1570 E Colorado Blvd,Pasadena,91106,4 Day,,
-13166976.7455,4005098.401,3614,8561,Veterans Park,Gymnasium,22400 Moneta Ave ,Carson,90745,11 Day,,
-13185925.4859,4065310.0592,3615,13152,San Fernando Spanish SDA Church,Gymnasium,14646 Chatsworth Dr,Mission Hills,91345,4 Day,,
-13142097.2224,4043164.2323,3616,10859,Temple City Unified School District,Boardroom,9700 Las Tunas Dr,Temple City,91780,4 Day,,
-13159454.2708,4047295.0783,3617,175,Eagle Rock Branch Library,Meeting Room,5027 Caspar Ave ,Los Angeles,90041,4 Day,,
-13186436.7645,4048920.013,3618,6103,Sherman Oaks Elementary Charter School,Auditorium,14755 Greenleaf St,Sherman Oaks,91403,4 Day,,
-13183677.1595,4067985.4048,3619,14408,Mission City Church,Gymnasium,777 N Maclay Ave,San Fernando,91340,4 Day,,
-13170119.3831,4029157.9387,3620,14325,Faith In Christ Ministries,Community Room,4501 S Western Ave,Los Angeles,90062,4 Day,,
-13165203.5977,4028557.3586,3621,12984,Avalon Carver Community Center,Auditorium,4920 Avalon Blvd,Los Angeles,90011,4 Day,,
-13198136.4706,4051990.7672,3622,5281,Hollywood Masonic Lodge 355,Banquet Hall,19626 Ventura Blvd ,Tarzana,91356,11 Day,,
-13148016.1338,4002473.5748,3623,8258,St Gregory's Episcopal Church,Fellowship Hall,6201 E Willow St,Long Beach,90815,4 Day,,
-13170034.864,4038099.3651,3624,13752,Anderson Munger Family YMCA,Multi-Purpose Room,4301 W 3rd St,Los Angeles,90020,11 Day,,
-13178244.9086,4037575.6594,3625,13854,Horace Mann Elementary School,Auditorium,8701 Charleville Blvd,Beverly Hills,90211,4 Day,,
-13148611.4543,4007733.7526,3626,13793,Lakewood Youth Center,East and West Rooms,4658 Woodruff Ave,Lakewood,90713,4 Day,,
-13113235.8951,4028616.7625,3627,13903,Diamond Bar Center,Grand Ballroom,1600 Grand Ave,Diamond Bar,91765,4 Day,,
-13167959.7057,4029841.6284,3628,12849,Menlo Avenue Elementary School,Auditorium,4156 Menlo Ave,Los Angeles,90037,4 Day,,
-13163226.3356,4019683.2036,3629,13866,Nickerson Gardens Gym,Gymnasium,11251 Compton Ave,Los Angeles,90059,4 Day,,
-13133499.1587,4034782.682,3630,1751,Willow Adult Education Center,Cafeteria,14101 Nelson Ave,La Puente,91746,11 Day,,
-13136328.182,4021509.3391,3631,3155,E Whittier United Methodist Church,Geer Hall,10005 Cole Rd,Whittier,90603,4 Day,,
-13157406.0629,4036443.2367,3632,548,Boys and Girls Club of Ramona Gardens,Gymnasium,2830 Lancaster Ave,Los Angeles,90033,4 Day,,
-13179902.3616,4054253.171,3633,9339,Roy Romer Middle School,Multi-Purpose Room,6501 Laurel Canyon Blvd,North Hollywood,91606,4 Day,,
-13162409.5123,4037430.9185,3634,6404,Castelar Elementary School,Auditorium,840 Yale St,Los Angeles,90012,4 Day,,
-13164310.7642,4047547.6207,3635,14179,Glendale Youth Center,Main Room and Waiting Room,211 W Chestnut St,Glendale,91204,4 Day,,
-13149729.0991,4016140.5708,3636,14234,T Mayne Thompson Park,Gymnasium,14001 Bellflower Blvd,Bellflower,90706,4 Day,,
-13150514.804,3999797.055,3637,13664,International City Masonic Center,Hall,5155 E Pacific Coast Hwy,Long Beach,90804,11 Day,,
-13157852.7034,4091919.5102,3638,12521,Acton Community Club,Clubhouse,3748 Nickels Ave,Acton,93510,4 Day,,
-13145443.5154,4011421.5822,3639,12249,Luther Burbank Elementary School,Multi-Purpose Room,17711 Roseton Ave ,Artesia,90701,4 Day,,
-13197258.3264,4062604.0786,3640,13397,Alfred B Nobel Charter Middle School,Parent Center Room 2,9950 Tampa Ave ,Northridge,91324,4 Day,,
-13146729.3888,4047645.1246,3641,12803,Armenian Cilicia Evangelical Church,Derian Hall,339 S Santa Anita Ave,Pasadena,91107,11 Day,,
-13122601.2605,4041466.8217,3642,10995,Covina Senior and Community Center,California Rooms 1-3,815 N Barranca Ave,Covina,91723,4 Day,,
-13166001.8508,4020670.1792,3643,2035,107th Street Elementary School,Teachers Development Center,147 E 107th St ,Los Angeles,90003,4 Day,,
-13163965.5933,4044234.3443,3644,2569,Atwater Avenue Elementary School,Auditorium,3271 Silver Lake Blvd,Los Angeles,90039,4 Day,,
-13160808.4599,4040819.4268,3645,1845,Cypress Park Recreation Center,Auditorium,2630 Pepper Ave,Los Angeles,90065,4 Day,,
-13160032.736,4021347.5434,3646,2470,Montara Avenue Elementary School,Multi-Purpose Room,10018 Montara Ave,South Gate,90280,4 Day,,
-13183867.0629,4062715.2378,3647,7304,Sharp Avenue Elementary School,Auditorium,13800 Pierce St,Arleta,91331,4 Day,,
-13203264.4977,4063480.4808,3648,14290,Chatsworth Park Urban Planning Magnet,Auditorium,22005 Devonshire St,Chatsworth,91311,4 Day,,
-13175536.7202,4057891.5936,3649,6147,Glenwood Elementary School,Auditorium,8001 Ledge Ave,Sun Valley,91352,4 Day,,
-13182104.4358,4018568.1686,3650,219,El Segundo Public Library,S Carter Friends of the Library Comm Rm,111 W Mariposa Ave,El Segundo,90245,4 Day,,
-13165091.5087,4034919.6645,3651,13805,Hotel Figueroa,Gran Sala,939 S Figueroa St ,Los Angeles,90015,11 Day,,
-13138937.1749,4040751.6758,3652,5400,Jeff Seymour Fam Ctr-Mulhall Elem Sch,Multi-Purpose Room,10900 Mulhall St,El Monte,91731,4 Day,,
-13158594.2532,4018971.5698,3653,519,Henning Youth Center,Gymnasium,11409 Birch St ,Lynwood,90262,4 Day,,
-13164222.714,4048779.4257,3654,10890,Impressions Banquet Hall,Banquet Hall,212 N Orange St,Glendale,91203,4 Day,,
-13142663.346,4008791.1591,3655,8705,Don Knabe Comm Regional Park,Multi-Purpose Room,19700 Bloomfield Ave,Cerritos,90703,4 Day,,
-13184060.4256,4057695.3935,3656,5884,Ranchito Avenue Elementary School,Auditorium,7940 Ranchito Ave,Panorama City,91402,4 Day,,
-13176013.8257,4023237.6539,3657,14195,Inglewood Unified School District,Dr Ernest Shaw Boardroom,401 S Inglewood Ave ,Inglewood,90301,4 Day,,
-13162026.3283,4021560.3088,3658,13348,Jordan Downs Recreation Center,Old Gymnasium,9900 Grape St ,Los Angeles,90002,4 Day,,
-13123163.0605,4042815.9779,3659,7385,Tri-Community Adult School-Trade-Tech,Cafeteria,231 E Stephanie Dr,Covina,91722,4 Day,,
-13173169.7068,4030139.3709,3660,1469,Baldwin Hills Crenshaw,Community Room Level 1,3650 W Martin Luther King Jr Blvd,Los Angeles,90008,11 Day,,
-13203047.7639,4088237.3861,3661,14358,Higher Vision Church,Multi-Purpose Room,28776 The Old Rd,Valencia,91355,11 Day,,
-13162536.0253,4036949.6977,3662,196,Chinatown Branch Library,Meeting Room,639 N Hill St,Los Angeles,90012,4 Day,,
-13158599.5054,4025106.7731,3663,4596,Salt Lake Park,Social Hall,3401 E Florence Ave,Huntington Park,90255,4 Day,,
-13134466.0416,4046040.6776,3664,4836,Maxwell Academy,Cafe,733 Euclid Ave,Duarte,91010,4 Day,,
-13176049.9759,4040078.7058,3665,1928,Fairfax Senior Citizen Center,Auditorium,7929 Melrose Ave,Los Angeles,90046,4 Day,,
-13172363.7473,4028286.8797,3666,11729,Crenshaw High School,South Side Gymnasium,5010 11th Ave,Los Angeles,90043,4 Day,,
-13144929.278,4014138.6085,3667,14367,Huerta Elementary School,Multi-Purpose Room,15415 Pioneer Blvd ,Norwalk,90650,4 Day,,
-13157925.5478,4040263.9709,3668,12739,Glen Alta Span School,Auditorium,3410 Sierra St,Los Angeles,90031,4 Day,,
-13174167.3417,4004364.5578,3669,2044,Levy Adult Center,Multi-Purpose Room,3420 W 229th Pl,Torrance,90505,4 Day,,
-13179638.0731,4029626.8671,3670,12670,Rotary Plaza,Community Room,5100 Overland Ave,Culver City,90230,4 Day,,
-13185197.2577,4053964.9039,3671,14054,Central Lutheran Church,Fellowship Hall,6425 Tyrone Ave ,Van Nuys,91401,4 Day,,
-13126444.2029,4043911.0143,3672,5778,Valleydale Park,Auditorium,5525 N Lark Ellen Ave,Azusa,91702,11 Day,,
-13153368.3201,4019389.3949,3673,14583,Rancho Los Amigos National Rehab Center,Auditorium,7601 Imperial Hwy,Downey,90242,4 Day,,
-13169011.332,4039265.5115,3674,5925,Alexandria Elementary School,Auditorium,4211 Oakwood Ave,Los Angeles,90004,4 Day,,
-13170821.1888,3997400.7007,3675,12288,Dodson Middle School,Library,28014 S Montereina Dr,Rancho Palos Verdes,90275,4 Day,,
-13175068.7121,4002602.1019,3676,13528,Walteria Park,Meeting Room,3855 W 242nd St,Torrance,90505,11 Day,,
-13183457.4309,4031199.2048,3677,1859,Mar Vista Recreation Center,Auditorium,11430 Woodbine St,Los Angeles,90066,11 Day,,
-13170073.3253,4024382.6044,3678,11752,Bethel AME Church LA,AA Morgan Fellowship Hall,7900 S Western Ave,Los Angeles,90047,4 Day,,
-13166494.5677,3999157.5673,3679,12691,Wilmington VFW Post 2967,Assembly Hall,1130 W Anaheim St,Wilmington,90744,11 Day,,
-13167977.1301,4030350.1515,3680,13375,Ahmanson Senior Center,Ballroom,3990 Bill Robertson Ln,Los Angeles,90037,11 Day,,
-13169190.8162,3991879.8805,3681,14388,Leland Street Elementary School,Auditorium,2120 S Leland St,San Pedro,90731,4 Day,,
-13176924.6382,4011267.7355,3682,9990,Perry Park,Teen Center,2301 Grant Ave,Redondo Beach,90278,4 Day,,
-13177993.616,4051314.5026,3683,1949,North Hollywood Recreation Center,Senior Center,11430 Chandler Blvd,North Hollywood,91601,11 Day,,
-13166021.2116,4017520.6086,3684,123,A C Bilbrew Library,Meeting Room,150 E El Segundo Blvd,Los Angeles,90061,11 Day,,
-13110913.9335,4045502.5629,3685,2062,St John's Episcopal Church,Vicenti Hall,4745 Wheeler Ave,La Verne,91750,4 Day,,
-13204078.8951,4047972.4549,3686,5194,A C Stelle Middle School,Multi-Purpose Room,22450 Mulholland Hwy,Calabasas,91302,4 Day,,
-13155556.1471,4027144.4106,3687,5237,Southeast Rio Vista YMCA,Assembly Room,4801 E 58th St,Maywood,90270,4 Day,,
-13156124.035,4011321.5726,3688,14615,Houghton Park,D T Elvord Community Center Social Hall,6301 Myrtle Ave,Long Beach,90805,4 Day,,
-13141309.683,4045753.9072,3689,6819,Our Savior Lutheran Church,Fellowship Hall,512 W Duarte Rd ,Arcadia,91007,4 Day,,
-13166492.6839,4053341.9212,3690,4870,Brand Studios,Studio 1 and 2,1601 W Mountain St,Glendale,91201,4 Day,,
-13224626.8822,4048225.7569,3691,341,Westlake Village City Hall,Community Room,31200 Oak Crest Dr,Westlake Village,91361,11 Day,,
-13111868.5087,4037606.2616,3692,14376,John Marshall Middle School,Gymnasium,1921 Arroyo Ave,Pomona,91768,4 Day,,
-13175503.5914,4006298.6703,3693,7149,Jefferson Middle School,Multi-Purpose Room,21717 Talisman St,Torrance,90503,4 Day,,
-13185751.1145,4067231.4986,3694,498,Las Palmas Park,Arts and Crafts Room,505 S Huntington St ,San Fernando,91340,11 Day,,
-13158519.5381,4034434.8275,3695,6405,Tenrikyo Church,Dining Room,117 N Saratoga St,Los Angeles,90033,4 Day,,
-13126582.2667,4037133.2811,3696,8226,Cameron Park Community Center,Multi-Purpose Room,1305 E Cameron Ave,West Covina,91790,4 Day,,
-13184239.9855,4036028.9054,3697,14582,Emerson Community Charter School,Gymnasium,1650 Selby Ave,Los Angeles,90024,4 Day,,
-13168639.4259,4052470.3703,3698,12401,Glendale Church of Christ,Multi-Purpose Room,2021 W Glenoaks Blvd,Glendale,91201,4 Day,,
-13120526.0033,4047623.4253,3699,2225,Glendora United Methodist Church,Dining Room,201 E Bennett Ave,Glendora,91741,4 Day,,
-13197954.8582,4090702.8017,3700,11494,Rio Norte Junior High School,Multi-Purpose Room,28771 Rio Norte Dr,Santa Clarita,91354,4 Day,,
-13184648.1272,4119537.8248,3701,10735,The Lakes Community Center,Community Room,17520 Elizabeth Lake Rd,Lake Hughes,93532,4 Day,,
-13126462.7527,4032201.242,3702,13040,St Martha Catholic Church,McNamara Hall,444 N Azusa Ave,La Puente,91744,4 Day,,
-13169225.9055,4005082.6231,3703,13356,Normandale Recreation Center,Classroom,22400 Halldale Ave ,Torrance,90501,4 Day,,
-13143539.8977,4106224.5558,3704,12290,Mountain View Estates,Clubhouse,3255 E Avenue R Ave,Palmdale,93550,4 Day,,
-13224314.4802,4031626.1899,3705,14522,Christian Science Church-Malibu,Sunday School Building Reading Room,28635 Pacific Coast Hwy,Malibu,90265,4 Day,,
-13153439.3519,4052025.5701,3706,11318,Red Hen Press,Literary Center,1540 Lincoln Ave ,Pasadena,91103,4 Day,,
-13165847.9629,4003756.4122,3707,14329,Foisia Park,Gymnasium,23410 Catskill Ave ,Carson,90745,4 Day,,
